ID,FID_Grilla,ROW,COL,LAT,LON,AREA,Dias,Seg,PM25(g/proyecto),PM25 (E(g/d)),PM25(g),PM25(t),PM10(g/proyecto),PM10 (E(g/d)),PM10(g),PM10(t)
27,1014,28,30,4.603096,-74.1349179999999,450.0,132,5227200,35283.6,267.3,35283.6,0.0352836,451630.08,3421.44,451630.08,0.45163008
28,1014,28,30,4.603096,-74.1349179999999,450.0,89,3524400,23789.7,267.3,23789.7,0.0237897,304508.16,3421.44,304508.16,0.30450816
29,1015,28,31,4.603096,-74.125923,793.8,240,9504000,113164.128,471.5172,113164.128,0.113164128,1448500.8384,6035.42016,1448500.8384,1.4485008384
30,1015,28,31,4.603096,-74.125923,550.0,240,9504000,78408.0,326.7,78408.0,0.078408,1003622.4,4181.76,1003622.4,1.0036224
31,1015,28,31,4.603096,-74.125923,250.0,175,6930000,25987.5,148.5,25987.5,0.0259875,332640.0,1900.8,332640.0,0.33264
32,1015,28,31,4.603096,-74.125923,1600.0,219,8672400,208137.6,950.4,208137.6,0.2081376,2664161.28,12165.12,2664161.28,2.66416128
33,1015,28,31,4.603096,-74.125923,788.3,240,9504000,112380.048,468.2502,112380.048,0.112380048,1438464.6144,5993.60256,1438464.6144,1.4384646144
34,1016,28,33,4.603096,-74.1079409999999,400.0,64,2534400,15206.4,237.6,15206.4,0.0152064,194641.92,3041.28,194641.92,0.19464192
35,1016,28,33,4.603096,-74.1079409999999,400.0,196,7761600,46569.6,237.6,46569.6,0.0465696,596090.88,3041.28,596090.88,0.59609088
36,1016,28,33,4.603096,-74.1079409999999,400.0,110,4356000,26136.0,237.6,26136.0,0.026136,334540.8,3041.28,334540.8,0.3345408
37,1016,28,33,4.603096,-74.1079409999999,526.64,173,6850800,54118.57968,312.82416,54118.57968,0.05411857968,692717.819904,4004.149248,692717.819904,0.692717819904
38,1016,28,33,4.603096,-74.1079409999999,956.967745318,261,10335600,148362.537428,568.438840719,148362.537428,0.148362537428,1899040.47907,7276.01716121,1899040.47907,1.89904047907
39,1016,28,33,4.603096,-74.1079409999999,421.47,261,10335600,65342.17998,250.35318,65342.17998,0.06534217998,836379.903744,3204.520704,836379.903744,0.836379903744
40,1016,28,33,4.603096,-74.1079409999999,250.0,261,10335600,38758.5,148.5,38758.5,0.0387585,496108.8,1900.8,496108.8,0.4961088
41,1016,28,33,4.603096,-74.1079409999999,350.0,241,9543600,50103.9,207.9,50103.9,0.0501039,641329.92,2661.12,641329.92,0.64132992
42,1016,28,33,4.603096,-74.1079409999999,350.0,218,8632800,45322.2,207.9,45322.2,0.0453222,580124.16,2661.12,580124.16,0.58012416
43,1016,28,33,4.603096,-74.1079409999999,875.534571155,261,10335600,135737.626704,520.067535266,135737.626704,0.135737626704,1737441.62182,6656.8644514,1737441.62182,1.73744162182
44,1016,28,33,4.603096,-74.1079409999999,1226.16248373,217,8593200,158049.891827,728.340515334,158049.891827,0.158049891827,2023038.61539,9322.75859627,2023038.61539,2.02303861539
45,1016,28,33,4.603096,-74.1079409999999,150.0,175,6930000,15592.5,89.1,15592.5,0.0155925,199584.0,1140.48,199584.0,0.199584
46,1017,28,34,4.603096,-74.0989459999999,400.0,240,9504000,57024.0,237.6,57024.0,0.057024,729907.2,3041.28,729907.2,0.7299072
47,1017,28,34,4.603096,-74.0989459999999,3335.81413514,219,8672400,433942.717584,1981.47359627,433942.717584,0.433942717584,5554466.78507,25362.8620323,5554466.78507,5.55446678507
48,1017,28,34,4.603096,-74.0989459999999,1000.0,219,8672400,130086.0,594.0,130086.0,0.130086,1665100.8,7603.2,1665100.8,1.6651008
49,1017,28,34,4.603096,-74.0989459999999,449.7725,153,6058800,40876.224345,267.164865,40876.224345,0.040876224345,523215.671616,3419.710272,523215.671616,0.523215671616
50,1017,28,34,4.603096,-74.0989459999999,623.220335433,132,5227200,48865.4600606,370.192879247,48865.4600606,0.0488654600606,625477.888776,4738.46885437,625477.888776,0.625477888776
51,1017,28,34,4.603096,-74.0989459999999,1096.44,153,6058800,99646.66008,651.28536,99646.66008,0.09964666008,1275477.24902,8336.452608,1275477.24902,1.27547724902
52,1017,28,34,4.603096,-74.0989459999999,300.0,132,5227200,23522.4,178.2,23522.4,0.0235224,301086.72,2280.96,301086.72,0.30108672
53,1017,28,34,4.603096,-74.0989459999999,895.31,153,6058800,81367.56342,531.81414,81367.56342,0.08136756342,1041504.81178,6807.220992,1041504.81178,1.04150481178
54,1017,28,34,4.603096,-74.0989459999999,1503.32,132,5227200,117872.31456,892.97208,117872.31456,0.11787231456,1508765.62637,11430.042624,1508765.62637,1.50876562637
55,1017,28,34,4.603096,-74.0989459999999,1593.7190479,110,4356000,104133.60259,946.669114454,104133.60259,0.10413360259,1332910.11315,12117.364665,1332910.11315,1.33291011315
56,1017,28,34,4.603096,-74.0989459999999,832.67,132,5227200,65287.98936,494.60598,65287.98936,0.06528798936,835686.263808,6330.956544,835686.263808,0.835686263808
57,1017,28,34,4.603096,-74.0989459999999,3753.6,219,8672400,488290.8096,2229.6384,488290.8096,0.4882908096,6250122.36288,28539.37152,6250122.36288,6.25012236288
58,1017,28,34,4.603096,-74.0989459999999,1021.0,152,6019200,92184.048,606.474,92184.048,0.092184048,1179955.8144,7762.8672,1179955.8144,1.1799558144
59,1017,28,34,4.603096,-74.0989459999999,1376.3487,110,4356000,89930.624058,817.5511278,89930.624058,0.089930624058,1151111.98794,10464.6544358,1151111.98794,1.15111198794
60,1017,28,34,4.603096,-74.0989459999999,1016.36857143,110,4356000,66409.5224571,603.722931429,66409.5224571,0.0664095224571,850041.887451,7727.65352229,850041.887451,0.850041887451
61,1017,28,34,4.603096,-74.0989459999999,3060.66832518,175,6930000,318156.472403,1818.03698516,318156.472403,0.318156472403,4072402.84676,23270.87341,4072402.84676,4.07240284676
62,1017,28,34,4.603096,-74.0989459999999,1801.03878571,110,4356000,117679.874259,1069.81703871,117679.874259,0.117679874259,1506302.39051,13693.6580955,1506302.39051,1.50630239051
63,1017,28,34,4.603096,-74.0989459999999,800.0,175,6930000,83160.0,475.2,83160.0,0.08316,1064448.0,6082.56,1064448.0,1.064448
64,1017,28,34,4.603096,-74.0989459999999,275.0,175,6930000,28586.25,163.35,28586.25,0.02858625,365904.0,2090.88,365904.0,0.365904
65,1018,28,35,4.603096,-74.0899509999999,1187.36546911,261,10335600,184082.018137,705.295088648,184082.018137,0.184082018137,2356249.83216,9027.7771347,2356249.83216,2.35624983216
66,1018,28,35,4.603096,-74.0899509999999,400.0,240,9504000,57024.0,237.6,57024.0,0.057024,729907.2,3041.28,729907.2,0.7299072
67,1018,28,35,4.603096,-74.0899509999999,449.7725,153,6058800,40876.224345,267.164865,40876.224345,0.040876224345,523215.671616,3419.710272,523215.671616,0.523215671616
68,1018,28,35,4.603096,-74.0899509999999,623.220335433,132,5227200,48865.4600606,370.192879247,48865.4600606,0.0488654600606,625477.888776,4738.46885437,625477.888776,0.625477888776
69,1021,29,32,4.612068,-74.1169359999999,225.0,197,7801200,26329.05,133.65,26329.05,0.02632905,337011.84,1710.72,337011.84,0.33701184
70,1021,29,32,4.612068,-74.1169359999999,350.0,154,6098400,32016.6,207.9,32016.6,0.0320166,409812.48,2661.12,409812.48,0.40981248
71,1021,29,32,4.612068,-74.1169359999999,500.0,86,3405600,25542.0,297.0,25542.0,0.025542,326937.6,3801.6,326937.6,0.3269376
72,1019,29,33,4.612068,-74.1079409999999,150.0,305,12078000,27175.5,89.1,27175.5,0.0271755,347846.4,1140.48,347846.4,0.3478464
73,1019,29,33,4.612068,-74.1079409999999,175.0,325,12870000,33783.75,103.95,33783.75,0.03378375,432432.0,1330.56,432432.0,0.432432
74,1019,29,33,4.612068,-74.1079409999999,456.3,282,11167200,76433.9004,271.0422,76433.9004,0.0764339004,978353.92512,3469.34016,978353.92512,0.97835392512
75,1019,29,33,4.612068,-74.1079409999999,225.0,197,7801200,26329.05,133.65,26329.05,0.02632905,337011.84,1710.72,337011.84,0.33701184
76,1020,29,35,4.612068,-74.0899509999999,2466.396,261,10335600,382375.237464,1465.039224,382375.237464,0.382375237464,4894403.03954,18752.5020672,4894403.03954,4.89440303954
77,1020,29,35,4.612068,-74.0899509999999,1187.36546911,261,10335600,184082.018137,705.295088648,184082.018137,0.184082018137,2356249.83216,9027.7771347,2356249.83216,2.35624983216
78,1020,29,35,4.612068,-74.0899509999999,3406.34416143,129,5108400,261014.527714,2023.36843189,261014.527714,0.261014527714,3340985.95473,25899.1159282,3340985.95473,3.34098595473
79,1020,29,35,4.612068,-74.0899509999999,3188.59561014,152,6019200,287891.920448,1894.02579242,287891.920448,0.287891920448,3685016.58173,24243.530143,3685016.58173,3.68501658173
80,1020,29,35,4.612068,-74.0899509999999,1935.5,154,6098400,177051.798,1149.687,177051.798,0.177051798,2266263.0144,14715.9936,2266263.0144,2.2662630144
81,1020,29,35,4.612068,-74.0899509999999,2650.59392857,132,5227200,207827.768751,1574.45279357,207827.768751,0.207827768751,2660195.44002,20152.9957577,2660195.44002,2.66019544002
82,1020,29,35,4.612068,-74.0899509999999,2721.14428571,132,5227200,213359.481154,1616.35970571,213359.481154,0.213359481154,2731001.35877,20689.4042331,2731001.35877,2.73100135877
83,2022,30,33,4.621033,-74.1079409999999,2500.0,394,15602400,585090.0,1485.0,585090.0,0.58509,7489152.0,19008.0,7489152.0,7.489152
84,2022,30,33,4.621033,-74.1079409999999,2500.0,285,11286000,423225.0,1485.0,423225.0,0.423225,5417280.0,19008.0,5417280.0,5.41728
85,2022,30,33,4.621033,-74.1079409999999,750.0,412,16315200,183546.0,445.5,183546.0,0.183546,2349388.8,5702.4,2349388.8,2.3493888
86,2022,30,33,4.621033,-74.1079409999999,700.0,412,16315200,171309.6,415.8,171309.6,0.1713096,2192762.88,5322.24,2192762.88,2.19276288
87,2022,30,33,4.621033,-74.1079409999999,500.0,412,16315200,122364.0,297.0,122364.0,0.122364,1566259.2,3801.6,1566259.2,1.5662592
88,2022,30,33,4.621033,-74.1079409999999,500.0,412,16315200,122364.0,297.0,122364.0,0.122364,1566259.2,3801.6,1566259.2,1.5662592
89,2022,30,33,4.621033,-74.1079409999999,450.0,412,16315200,110127.6,267.3,110127.6,0.1101276,1409633.28,3421.44,1409633.28,1.40963328
90,2022,30,33,4.621033,-74.1079409999999,450.0,412,16315200,110127.6,267.3,110127.6,0.1101276,1409633.28,3421.44,1409633.28,1.40963328
91,2022,30,33,4.621033,-74.1079409999999,400.0,412,16315200,97891.2,237.6,97891.2,0.0978912,1253007.36,3041.28,1253007.36,1.25300736
92,2022,30,33,4.621033,-74.1079409999999,300.0,412,16315200,73418.4,178.2,73418.4,0.0734184,939755.52,2280.96,939755.52,0.93975552
93,2022,30,33,4.621033,-74.1079409999999,400.0,412,16315200,97891.2,237.6,97891.2,0.0978912,1253007.36,3041.28,1253007.36,1.25300736
94,2022,30,33,4.621033,-74.1079409999999,450.0,412,16315200,110127.6,267.3,110127.6,0.1101276,1409633.28,3421.44,1409633.28,1.40963328
95,2022,30,33,4.621033,-74.1079409999999,550.0,305,12078000,99643.5,326.7,99643.5,0.0996435,1275436.8,4181.76,1275436.8,1.2754368
96,2022,30,33,4.621033,-74.1079409999999,115.65,305,12078000,20952.3105,68.6961,20952.3105,0.0209523105,268189.5744,879.31008,268189.5744,0.2681895744
97,2022,30,33,4.621033,-74.1079409999999,115.65,305,12078000,20952.3105,68.6961,20952.3105,0.0209523105,268189.5744,879.31008,268189.5744,0.2681895744
98,2022,30,33,4.621033,-74.1079409999999,150.0,305,12078000,27175.5,89.1,27175.5,0.0271755,347846.4,1140.48,347846.4,0.3478464
99,2022,30,33,4.621033,-74.1079409999999,175.0,325,12870000,33783.75,103.95,33783.75,0.03378375,432432.0,1330.56,432432.0,0.432432
100,2022,30,33,4.621033,-74.1079409999999,200.0,412,16315200,48945.6,118.8,48945.6,0.0489456,626503.68,1520.64,626503.68,0.62650368
101,2023,30,36,4.621033,-74.080956,250.0,217,8593200,32224.5,148.5,32224.5,0.0322245,412473.6,1900.8,412473.6,0.4124736
102,2024,31,32,4.629997,-74.1169359999999,1811.25,219,8672400,235618.2675,1075.8825,235618.2675,0.2356182675,3015913.824,13771.296,3015913.824,3.015913824
103,2025,31,33,4.629997,-74.1079409999999,1811.25,219,8672400,235618.2675,1075.8825,235618.2675,0.2356182675,3015913.824,13771.296,3015913.824,3.015913824
104,2025,31,33,4.629997,-74.1079409999999,3300.0,261,10335600,511612.2,1960.2,511612.2,0.5116122,6548636.16,25090.56,6548636.16,6.54863616
105,2025,31,33,4.629997,-74.1079409999999,3300.0,285,11286000,558657.0,1960.2,558657.0,0.558657,7150809.6,25090.56,7150809.6,7.1508096
106,2026,32,37,4.638962,-74.07196,400.0,131,5187600,31125.6,237.6,31125.6,0.0311256,398407.68,3041.28,398407.68,0.39840768
107,2028,33,36,4.647919,-74.080956,475.0,262,10375200,73923.3,282.15,73923.3,0.0739233,946218.24,3611.52,946218.24,0.94621824
108,2028,33,36,4.647919,-74.080956,475.0,328,12988800,92545.2,282.15,92545.2,0.0925452,1184578.56,3611.52,1184578.56,1.18457856
109,2028,33,36,4.647919,-74.080956,400.0,240,9504000,57024.0,237.6,57024.0,0.057024,729907.2,3041.28,729907.2,0.7299072
110,2028,33,36,4.647919,-74.080956,400.0,306,12117600,72705.6,237.6,72705.6,0.0727056,930631.68,3041.28,930631.68,0.93063168
111,2028,33,36,4.647919,-74.080956,400.0,197,7801200,46807.2,237.6,46807.2,0.0468072,599132.16,3041.28,599132.16,0.59913216
112,2028,33,36,4.647919,-74.080956,400.0,306,12117600,72705.6,237.6,72705.6,0.0727056,930631.68,3041.28,930631.68,0.93063168
113,2028,33,36,4.647919,-74.080956,650.0,306,12117600,118146.6,386.1,118146.6,0.1181466,1512276.48,4942.08,1512276.48,1.51227648
114,2028,33,36,4.647919,-74.080956,600.0,197,7801200,70210.8,356.4,70210.8,0.0702108,898698.24,4561.92,898698.24,0.89869824
115,2028,33,36,4.647919,-74.080956,600.0,306,12117600,109058.4,356.4,109058.4,0.1090584,1395947.52,4561.92,1395947.52,1.39594752
116,2028,33,36,4.647919,-74.080956,600.0,197,7801200,70210.8,356.4,70210.8,0.0702108,898698.24,4561.92,898698.24,0.89869824
117,2028,33,36,4.647919,-74.080956,600.0,285,11286000,101574.0,356.4,101574.0,0.101574,1300147.2,4561.92,1300147.2,1.3001472
118,2028,33,36,4.647919,-74.080956,600.0,197,7801200,70210.8,356.4,70210.8,0.0702108,898698.24,4561.92,898698.24,0.89869824
119,2028,33,36,4.647919,-74.080956,600.0,285,11286000,101574.0,356.4,101574.0,0.101574,1300147.2,4561.92,1300147.2,1.3001472
120,2028,33,36,4.647919,-74.080956,400.0,262,10375200,62251.2,237.6,62251.2,0.0622512,796815.36,3041.28,796815.36,0.79681536
121,2028,33,36,4.647919,-74.080956,650.0,175,6930000,67567.5,386.1,67567.5,0.0675675,864864.0,4942.08,864864.0,0.864864
122,2029,34,36,4.656898,-74.080956,400.0,175,6930000,41580.0,237.6,41580.0,0.04158,532224.0,3041.28,532224.0,0.532224
123,2029,34,36,4.656898,-74.080956,400.0,240,9504000,57024.0,237.6,57024.0,0.057024,729907.2,3041.28,729907.2,0.7299072
124,2029,34,36,4.656898,-74.080956,400.0,285,11286000,67716.0,237.6,67716.0,0.067716,866764.8,3041.28,866764.8,0.8667648
125,2029,34,36,4.656898,-74.080956,400.0,240,9504000,57024.0,237.6,57024.0,0.057024,729907.2,3041.28,729907.2,0.7299072
126,2029,34,36,4.656898,-74.080956,300.0,306,12117600,54529.2,178.2,54529.2,0.0545292,697973.76,2280.96,697973.76,0.69797376
127,2029,34,36,4.656898,-74.080956,300.0,328,12988800,58449.6,178.2,58449.6,0.0584496,748154.88,2280.96,748154.88,0.74815488
128,2029,34,36,4.656898,-74.080956,450.0,285,11286000,76180.5,267.3,76180.5,0.0761805,975110.4,3421.44,975110.4,0.9751104
129,2029,34,36,4.656898,-74.080956,450.0,306,12117600,81793.8,267.3,81793.8,0.0817938,1046960.64,3421.44,1046960.64,1.04696064
130,2029,34,36,4.656898,-74.080956,475.0,262,10375200,73923.3,282.15,73923.3,0.0739233,946218.24,3611.52,946218.24,0.94621824
131,2029,34,36,4.656898,-74.080956,475.0,328,12988800,92545.2,282.15,92545.2,0.0925452,1184578.56,3611.52,1184578.56,1.18457856
132,2029,34,36,4.656898,-74.080956,400.0,175,6930000,41580.0,237.6,41580.0,0.04158,532224.0,3041.28,532224.0,0.532224
133,2030,34,37,4.656898,-74.07196,355.4,152,6019200,32088.3552,211.1076,32088.3552,0.0320883552,410730.94656,2702.17728,410730.94656,0.41073094656
134,2030,34,37,4.656898,-74.07196,718.8,152,6019200,64899.0144,426.9672,64899.0144,0.0648990144,830707.38432,5465.18016,830707.38432,0.83070738432
135,2030,34,37,4.656898,-74.07196,400.0,175,6930000,41580.0,237.6,41580.0,0.04158,532224.0,3041.28,532224.0,0.532224
136,3030,35,37,4.665855,-74.07196,635.1,152,6019200,57341.9088,377.2494,57341.9088,0.0573419088,733976.43264,4828.79232,733976.43264,0.73397643264
137,3030,35,37,4.665855,-74.07196,355.4,152,6019200,32088.3552,211.1076,32088.3552,0.0320883552,410730.94656,2702.17728,410730.94656,0.41073094656
138,3038,35,38,4.665855,-74.062965,800.0,86,3405600,40867.2,475.2,40867.2,0.0408672,523100.16,6082.56,523100.16,0.52310016
139,3038,35,38,4.665855,-74.062965,800.0,86,3405600,40867.2,475.2,40867.2,0.0408672,523100.16,6082.56,523100.16,0.52310016
140,3039,35,39,4.665855,-74.05397,700.0,86,3405600,35758.8,415.8,35758.8,0.0357588,457712.64,5322.24,457712.64,0.45771264
